,ID,Source,Customer Segment,Membership Type,Membership Level,Affiliation,IsActive,Gender,Citizenship,Age,Lifetime Days,Has Linkedin,City,Country,Industry,Interviewed,Pathfinder Assigned,Customer Call Status,Languages,Completeness,Cleaned Country,Country Code,Continent Code,Longitude,Latitude,Continent
610,611,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,female,,,184.0,,Marrakech,Morocco,,,,,,55.56,Morocco,MA,AF,-7.3362482,31.1728205,Africa
611,612,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,,,Senegal,,,,None,,55.56,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
612,613,RoomMaster,Existing Room member,Free Trial,,ALN,checked,male,,,171.0,,Nairobi,Kenya,,,,Completed,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
613,614,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Nairobi,Kenya,,,,None,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
614,615,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,Kigali,Rwanda,Education,,,None,,66.67,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
615,616,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,,,214.0,,Lagos,Nigeria,Education,,,None,,66.67,Nigeria,NG,AF,7.9999721,9.6000359,Africa
616,617,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,checked,Nairobi,Kenya,,,checked,None,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
617,618,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,,,214.0,,Lagos,Nigeria,Education,,,None,,66.67,Nigeria,NG,AF,7.9999721,9.6000359,Africa
618,619,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,,female,,,214.0,,Dakar,Senegal,,,,Completed,,55.56,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
619,620,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALA Alumni,checked,male,,,366.0,,,South Africa,,,checked,,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
620,621,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Nairobi,Kenya,,,,None,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
621,622,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Nairobi,Kenya,,,,None,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
622,623,RoomMaster,ALU staff,Staff Membership,Young Leader,AL Staff,checked,female,,,214.0,,Port Louis,Mauritius,Education,,,None,,66.67,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
623,624,RoomMaster,ALU Staff,Staff Membership,Senior Leader,Staff Alumni,checked,male,,50-60,214.0,,,United States of America,,,,None,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
624,625,RoomMaster,Existing Room member,Free Trial,Senior Leader,Entrepreneur in Residence,checked,male,,,214.0,,Dubai,United Arab Emirates,,,,None,,61.11,United Arab Emirates,AE,AS,53.9994829,24.0002488,Asia
625,626,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Zurich,Switzerland,,,,None,,61.11,Switzerland,CH,EU,8.444947437939408,46.813331250000005,Europe
626,627,RoomMaster,LP Nairobi 2020,Free Trial,Young Leader,LP Nairobi 2019,checked,female,,,214.0,,Nairobi,Kenya,,,,Completed,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
627,628,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,,,214.0,,Nairobi,Kenya,Insurance,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
628,629,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,Staff Alumni,checked,female,,,214.0,,Johannesburg,South Africa,,,,Completed,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
629,630,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Redwood City,United States of America,,,,Completed,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
630,631,RoomMaster,XL Dakar,Free Trial,Senior Leader,XL Dakar,checked,male,,50-60,214.0,,Dakar,Senegal,,,,None,,66.67,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
631,632,RoomMaster,AIIP 2018,Free Trial,Mid-career Leader,AIIP 2018,,female,,,214.0,checked,,South Africa,,,,None,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
632,633,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Dubai,United Arab Emirates,,,,None,,61.11,United Arab Emirates,AE,AS,53.9994829,24.0002488,Asia
633,634,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,Johannesburg,South Africa,,,,Completed,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
634,635,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,,214.0,,Nairobi,Kenya,Consulting,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
635,636,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,,,214.0,,Nairobi,Kenya,,,,Completed,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
636,637,RoomMaster,Existing Room member,Founding Member,Senior Leader,,,female,,,366.0,,Lagos,Nigeria,,,,None,,50.0,Nigeria,NG,AF,7.9999721,9.6000359,Africa
637,638,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,,female,,,214.0,,,Guinea-Bissau,,,,None,,50.0,Guinea-Bissau,GW,AF,-15.535471371611193,11.6688305,Africa
638,639,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Johannesburg,South Africa,,,,None,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
639,640,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,,,214.0,,Accra,Ghana,,,,Completed,,61.11,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
640,641,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,50-60,366.0,,Nairobi,Kenya,Financial,,,Completed,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
641,642,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Cape Town,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
642,643,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,male,,,214.0,,Nairobi,Kenya,Consulting,,,Completed,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
643,644,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,Nairobi,Kenya,Education,,,Completed,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
644,645,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,female,,,366.0,,Nairobi,Kenya,,,,Completed,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
645,646,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Addis Ababa,Ethiopia,,,,None,,61.11,Ethiopia,ET,AF,38.6521203,10.2116702,Africa
646,647,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,20-30,214.0,checked,Nairobi,Kenya,,,checked,Completed,English; Gujarati; Hindi; Swahili,83.33,Kenya,KE,AF,38.4313975,1.4419683,Africa
647,648,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
648,649,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,Kigali,Rwanda,Education,,,None,,66.67,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
649,650,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,,Johannesburg,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
650,651,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,,,214.0,,Lagos,Nigeria,,,,None,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
651,652,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,male,,,366.0,,Nairobi,Kenya,,,,Completed,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
652,653,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Paris,France,,,,Completed,,61.11,France,FR,EU,1.8883335,46.603354,Europe
653,654,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Lagos,Nigeria,,,,None,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
654,655,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,male,,40-50,366.0,,Atlanta,United States of America,,,,None,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
655,656,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,Kigali,Rwanda,Education,,,None,,66.67,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
656,657,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,,,United States of America,,,checked,Completed,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
657,658,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Lagos,Nigeria,,,,None,,55.56,Nigeria,NG,AF,7.9999721,9.6000359,Africa
658,659,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,,,214.0,,,Nigeria,,,,None,,55.56,Nigeria,NG,AF,7.9999721,9.6000359,Africa
659,660,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,,male,,,214.0,,Nairobi,Kenya,,,,None,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
660,661,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,,,214.0,,Lagos,Nigeria,Computer,,checked,None,,72.22,Nigeria,NG,AF,7.9999721,9.6000359,Africa
661,662,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,male,,,214.0,checked,Nairobi,Kenya,,,checked,Completed,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
662,663,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,,,214.0,,Lagos,Nigeria,,,,None,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
663,664,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,,United States of America,,,,None,,50.0,United States of America,US,,-100.4458825,39.7837304,North America
664,665,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Accra,Ghana,,,,Completed,,61.11,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
665,666,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,,,214.0,,Nairobi,Kenya,Insurance,,,Completed,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
666,667,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,,20-30,214.0,,Nairobi,Kenya,,,checked,Completed,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
667,668,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,,,184.0,,Lagos,Nigeria,,,,,English; French,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
668,669,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,20-30,214.0,checked,Nairobi,Kenya,,,checked,Completed,,77.78,Kenya,KE,AF,38.4313975,1.4419683,Africa
669,670,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,ALN,checked,female,,,366.0,,Lagos,Nigeria,,,,Completed,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
670,671,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,female,,40-50,366.0,,Johannesburg,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
671,672,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,London,United Kingdom,,,,None,,61.11,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
672,673,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,Kigali,Rwanda,Education,,,Completed,,66.67,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
673,674,RoomMaster,Joined post-Sprint - May,Free Trial,Senior Leader,ALUSB Alumni,checked,female,,,184.0,,Accra,Ghana,,,,,,55.56,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
674,675,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Johannesburg,South Africa,,,,Completed,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
675,676,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,male,,40-50,366.0,,Cape Town,South Africa,,,,Completed,Afrikaans; English,66.67,South Africa,ZA,AF,24.991639,-28.8166236,Africa
676,677,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,Kenya,,,,Completed,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
677,678,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,,,214.0,,Nairobi,Kenya,,,checked,Completed,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
678,679,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Johannesburg,South Africa,,,,Completed,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
679,680,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Lagos,Nigeria,,,,None,,55.56,Nigeria,NG,AF,7.9999721,9.6000359,Africa
680,681,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,Lagos,Nigeria,,,,None,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
681,682,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,20-30,214.0,,Nairobi,Kenya,,,,Completed,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
682,683,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,,United Arab Emirates,,,,None,,55.56,United Arab Emirates,AE,AS,53.9994829,24.0002488,Asia
683,684,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,,male,,,366.0,,Lagos,Nigeria,,,,None,,55.56,Nigeria,NG,AF,7.9999721,9.6000359,Africa
684,685,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,,male,,,214.0,,Cape Town,South Africa,,,,None,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
685,686,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Zurich,Switzerland,,,,None,,61.11,Switzerland,CH,EU,8.444947437939408,46.813331250000005,Europe
686,687,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,female,,,214.0,,Lagos,Nigeria,Computer,,checked,Completed,,72.22,Nigeria,NG,AF,7.9999721,9.6000359,Africa
687,688,RoomMaster,The Room staff,Staff Membership,Senior Leader,AL Staff,checked,male,,40-50,214.0,,London,United Kingdom,,,,Completed,,66.67,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
688,689,RoomMaster,Joined post-Sprint - June,Premium Paying,Mid-career Leader,ALUSB 2017 Alumni ISA,checked,male,,,153.0,,,Rwanda,,,checked,,,55.56,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
689,690,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,30-40,214.0,,Dakar,Senegal,,,,Completed,,66.67,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
690,691,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Alexandria,United States of America,,,,None,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
691,692,RoomMaster,DSXL Johannesburg,Free Trial,Mid-career Leader,DSXL Johannesburg,checked,male,,,214.0,,Lagos;Abuja,Nigeria,,,checked,Completed,,66.67,Nigeria,NG,AF,7.9999721,9.6000359,Africa
692,693,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,,,214.0,,Kigali,Rwanda,,,,Completed,,61.11,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
693,694,RoomMaster,The Room staff,Staff Membership,Young Leader,AL Staff,checked,female,,,214.0,,,Kenya,,,,None,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
694,695,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,,,214.0,,,Rwanda,,,,None,,55.56,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
695,696,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,male,,,214.0,,Nairobi,Kenya,,,checked,Completed,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
696,697,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Nairobi,Kenya,,,,None,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
697,698,RoomMaster,Existing Room member,Founding Member,Senior Leader,AL Staff,checked,male,,40-50,366.0,,Johannesburg,South Africa,Education,,,None,,72.22,South Africa,ZA,AF,24.991639,-28.8166236,Africa
698,699,RoomMaster,Existing Room member,Staff Membership,Senior Leader,AL Staff,checked,male,,50-60,214.0,,Munich,Germany,Consulting,,,Completed,English; French; German; Spanish,77.78,Germany,DE,EU,10.4234469,51.0834196,Europe
699,700,RoomMaster,Corporate Partner - joined May,Free Trial,Senior Leader,Corporate Partner,checked,female,,,214.0,,Johannesburg,South Africa,,,,,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
700,701,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,female,,,366.0,,Accra,Ghana,,,,Completed,,55.56,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
701,702,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,San Francisco,United States of America,,,,None,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
702,703,RoomMaster,The Room Staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,,United States of America,,,,None,,55.56,United States of America,US,,-100.4458825,39.7837304,North America
703,704,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,London,United Kingdom,,,,None,,55.56,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
704,705,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,checked,female,,30-40,214.0,,Nairobi,Kenya,,,,Completed,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
705,706,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Nairobi,Kenya,,,,None,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
706,707,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,123.0,,,United Arab Emirates,,,,,,50.0,United Arab Emirates,AE,AS,53.9994829,24.0002488,Asia
707,708,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,San Francisco,United States of America,,,,None,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
708,709,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,,Dakar,Senegal,,,checked,Completed,,66.67,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
709,710,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,,,214.0,,Paris,France,,,,Completed,,61.11,France,FR,EU,1.8883335,46.603354,Europe
710,711,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,female,,,184.0,,Maseru,Lesotho,,,,,,55.56,Lesotho,LS,AF,28.3350193,-29.6039267,Africa
711,712,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Johannesburg,South Africa,,,,Completed,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
712,713,RoomMaster,"""Lifetime Member"" - joined May",Free Trial,Senior Leader,Corporate Partner,checked,female,,,184.0,,,Denmark,,,,,,50.0,Denmark,DK,EU,10.3333283,55.670249,Europe
713,714,RoomMaster,DSXL Johannesburg,Free Trial,Mid-career Leader,DSXL Johannesburg,checked,female,,,214.0,,Johannesburg,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
714,715,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,,,214.0,,Lagos,Nigeria,,,,None,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
715,716,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,,214.0,,Nairobi,Kenya,,,checked,Completed,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
716,717,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Nairobi,Kenya,,,,None,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
717,718,RoomMaster,ALA Alumni,Founding Member,Young Leader,ALA Alumni,checked,female,,,153.0,,Boston,United States of America,,,,,,55.56,United States of America,US,,-100.4458825,39.7837304,North America
718,719,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,male,,40-50,366.0,,Lagos,Nigeria,,,,Completed,German; English,66.67,Nigeria,NG,AF,7.9999721,9.6000359,Africa
719,720,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,30-40,214.0,,Nouakchott,Mauritania,,,,Completed,,66.67,Mauritania,MR,AF,-9.2399263,20.2540382,Africa
720,721,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,London,United Kingdom,,,,None,,55.56,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
721,722,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,Entrepreneur in Residence,checked,male,,,214.0,,Rockport,United States of America,,,,None,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
722,723,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,,,184.0,,Lagos,Nigeria,,,,,,55.56,Nigeria,NG,AF,7.9999721,9.6000359,Africa
